Address Line 1,Γραμμή διεύθυνσης 1,
Address Line 2,Γραμμή διεύθυνσης 2,
Address Name,Διεύθυνση,
Address Title,Τίτλος διεύθυνσης,
Address Type,Τύπος διεύθυνσης,
Address and Contact,Διεύθυνση και Επικοινωνία,
Address and Contacts,Διεύθυνση και επαφές,
Address needs to be linked to a Company. Please add a row for Company in the Links table.,Η διεύθυνση πρέπει να συνδεθεί με μια εταιρεία. Προσθέστε μια σειρά για την εταιρεία στον πίνακα &quot;Σύνδεσμοι&quot;.,
Address of Organizer,Διεύθυνση του διοργανωτή,
Address used to determine Tax Category in transactions,Διεύθυνση που χρησιμοποιείται για τον προσδιορισμό της κατηγορίας φόρου στις συναλλαγές,
Addresses,Διευθύνσεις,
Administrative Expenses,Δαπάνες διοικήσεως,
Administrative Officer,Διοικητικός λειτουργός,
Administrator,Διαχειριστής,
Admission,Αδεια,
Admission End Date,Η είσοδος Ημερομηνία Λήξης,
Admission End Date should be greater than Admission Start Date.,Η ημερομηνία λήξης εισαγωγής πρέπει να είναι μεγαλύτερη από την ημερομηνία έναρξης εισαγωγής.,
Admission Instruction,Οδηγίες εισαγωγής,
Admission Order Details,Λεπτομέρειες παραγγελίας εισαγωγής,
Admission Ordered For,Η είσοδος παραγγέλθηκε για,
Admission Schedule Date,Ημερομηνία προγραμματισμού εισδοχής,
Admission Scheduled,Εισαγωγή Προγραμματισμένη,
Admission Service Unit Type,Τύπος μονάδας υπηρεσίας εισαγωγής,
Admission Start Date,Η είσοδος Ημερομηνία Έναρξης,
Admission and Enrollment,Εισαγωγή και εγγραφή,
Admissions for {0},Admissions για {0},
Admit,Ομολογώ,
Admitted,Παράδεκτος,
Admitted Datetime,Ημερομηνία εισαγωγής,
Adults' pulse rate is anywhere between 50 and 80 beats per minute.,Ο ρυθμός παλμών των ενηλίκων είναι οπουδήποτε μεταξύ 50 και 80 κτύπων ανά λεπτό.,
Advance,Προκαταβολή,
Advance Account,Προκαθορισμένος λογαριασμός,
Advance Amount,Ποσό προκαταβολής,
Advance Paid,Προκαταβολή που καταβλήθηκε,
Advance Payments,Προκαταβολές,
Advance amount,Ποσό προκαταβολής,
Advance amount cannot be greater than {0} {1},ποσό της προκαταβολής δεν μπορεί να είναι μεγαλύτερη από {0} {1},
Advanced Settings,Προηγμένες ρυθμίσεις,
Advances,Προκαταβολές,
Advertising,Διαφήμιση,
Aerospace,Αεροδιάστημα,
After Date,Μετά την ημερομηνίαν ταυτήν,
Afternoon,Απόγευμα,
Against,Κατά,
Against Account,Κατά τον λογαριασμό,
Against Blanket Order,Ενάντια στην Παραγγελία Blanket,
Against Default Supplier,Ενάντια στον προεπιλεγμένο προμηθευτή,
Against Delivery Note Item,Στοιχείο σημείωσης παράδοσης,
Against Docname,Κατά όνομα εγγράφου,
Against Doctype,Κατά τύπο εγγράφου,
Against Document Detail No,Κατά λεπτομέρειες εγγράφου αρ.,
Against Document No,Ενάντια έγγραφο αριθ.,
Against Expense Account,Κατά τον λογαριασμό δαπανών,
Against Income Account,Κατά τον λογαριασμό εσόδων,
Against Inpatient Medication Order,Ενάντια στη διαταγή φαρμάκων σε ασθενείς,
Against Inpatient Medication Order Entry,Κατά Καταχώριση Παραγγελίας Φαρμάκων σε Νοσοκομείο,
Against Journal Entry {0} does not have any unmatched {1} entry,Κατά την ημερολογιακή εγγραφή {0} δεν έχει καμία αταίριαστη {1} καταχώρηση,
Against Journal Entry {0} is already adjusted against some other voucher,Κατά την ημερολογιακή εγγραφή {0} έχει ήδη ρυθμιστεί από κάποιο άλλο αποδεικτικό,
Against Loan,Ενάντια στο Δάνειο,
Against Loan ,Ενάντια στο δάνειο,
Against Loan:,Ενάντια δανείου:,
Against Sales Invoice,Κατά το τιμολόγιο πώλησης,
Against Sales Invoice Item,Κατά το είδος στο τιμολόγιο πώλησης,
Against Sales Order,Κατά την παραγγελία πώλησης,
Against Sales Order Item,Κατά το είδος στην παραγγελία πώλησης,
Against Stock Entry,Ενάντια στην είσοδο στο χρηματιστήριο,
Against Supplier Invoice {0} dated {1},Κατά το τιμολόγιο προμηθευτή {0} της {1},
Against Voucher,Κατά το αποδεικτικό,
Against Voucher Type,Κατά τον τύπο αποδεικτικού,
Age,Ηλικία,
Age (Days),Ηλικία (ημέρες),
Ageing Based On,Γήρανση με βάση την,
Ageing Range 1,Eύρος γήρανσης 1,
Ageing Range 2,Eύρος γήρανσης 2,
Ageing Range 3,Eύρος γήρανσης 3,
Ageing Range 4,Εύρος γήρανσης 4,
Agenda,Ημερήσια διάταξη,
Agent Details,Λεπτομέρειες του πράκτορα,
Agents,Πράκτορες,
Agreement Details,Λεπτομέρειες συμφωνίας,
Agriculture,Γεωργία,
Agriculture (beta),Γεωργία (βήτα),
Agriculture Analysis Criteria,Κριτήρια Γεωργικής Ανάλυσης,
Agriculture Manager,Διευθυντής Γεωργίας,
Agriculture Task,Γεωργική εργασία,
Agriculture User,Χρήστης γεωργίας,
Airline,Αερογραμμή,
Alcohol Consumption (Past),Κατανάλωση αλκοόλ (Προηγούμενο),
Alcohol Consumption (Present),Κατανάλωση αλκοόλ (παρούσα),
All,Ολα,
All Accounts,Όλοι οι λογαριασμοί,
All Assessment Groups,Όλες οι ομάδες αξιολόγησης,
All BOMs,Όλα BOMs,
All Contact,Όλες οι επαφές,
All Customer Contact,Όλες οι επαφές πελάτη,
All Customer Groups,Όλες οι ομάδες πελατών,
All Day,Ολοήμερο,
All Departments,Όλα τα Τμήματα,
All Employee (Active),Όλοι οι υπάλληλοι (ενεργοί),
All Healthcare Service Units,Όλες οι Μονάδες Υπηρεσιών Υγείας,
All Item Groups,Όλες οι ομάδες ειδών,
All Jobs,Όλες οι θέσεις εργασίας,
All Lead (Open),Όλες οι Συστάσεις (ανοιχτές),
All Products,Ολα τα προϊόντα,
All Sales Partner Contact,Όλες οι επαφές συνεργάτη πωλήσεων,
All Sales Person,Όλοι οι πωλητές,
All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,Όλες οι συναλλαγές πωλήσεων μπορούν να σημανθούν κατά πολλαπλούς ** πωλητές ** έτσι ώστε να μπορείτε να ρυθμίσετε και να παρακολουθήσετε στόχους.,
All Student Admissions,Όλα Εισαγωγή Φοιτητών,
All Supplier Contact,Όλες οι επαφές προμηθευτή,
All Supplier Groups,Όλες οι ομάδες προμηθευτών,
All Territories,Όλα τα εδάφη,
All Warehouses,Όλες οι Αποθήκες,
All communications including and above this shall be moved into the new Issue,"Όλες οι επικοινωνίες, συμπεριλαμβανομένων και των παραπάνω, θα μεταφερθούν στο νέο τεύχος",
All items have already been Invoiced/Returned,Όλα τα στοιχεία έχουν ήδη τιμολογηθεί / επιστραφεί,
All items have already been transferred for this Work Order.,Όλα τα στοιχεία έχουν ήδη μεταφερθεί για αυτήν την εντολή εργασίας.,
All other ITC,Όλα τα άλλα ITC,
All the mandatory Task for employee creation hasn't been done yet.,Όλη η υποχρεωτική εργασία για τη δημιουργία εργαζομένων δεν έχει ακόμη ολοκληρωθεί.,
All these items have already been Invoiced/Returned,Όλα αυτά τα στοιχεία έχουν ήδη τιμολογηθεί / επιστραφεί,
Allergies,Αλλεργίες,
"Allergies, Medical and Surgical History","Αλλεργίες, Ιατρική και Χειρουργική Ιστορία",
Allocate,Κατανομή,
Allocate Advances Automatically (FIFO),Αντιστοίχιση Προορισμών Αυτόματα (FIFO),
Allocate Leaves,Κατανομή φύλλων,
Allocate Payment Amount,Διαθέστε Ποσό Πληρωμής,
Allocate Payment Based On Payment Terms,Κατανομή πληρωμής βάσει των όρων πληρωμής,
Allocated,Κατανεμήθηκε,
Allocated Amount,Ποσό που διατέθηκε,
Allocated Leaves,Κατανεμημένα φύλλα,
Allocated amount,Ποσό που διατέθηκε,
Allocated amount cannot be greater than unadjusted amount,Το κατανεμηθέν ποσό δεν μπορεί να είναι μεγαλύτερο από το μη διορθωμένο ποσό,
Allocated amount cannot be negative,Το κατανεμημένο ποσό δεν μπορεί να είναι αρνητικό,
Allocation,Κατανομή,
Allocation Expired!,Η κατανομή έχει λήξει!,
Allotted Qty,Κατανεμημένη ποσότητα,
Allow,Επιτρέπω,
Allow Account Creation Against Child Company,Να επιτρέπεται η δημιουργία λογαριασμού έναντι εταιρείας παιδιού,
